PO_ID,Supplier,Order_Date,Delivery_Date,Item_Category,Order_Status,Quantity,Unit_Price,Negotiated_Price,Defective_Units,Compliance
PO-00503,AlphaSupplies,2022-03-30,,Packaging,Delivered,409,35.66,31.39,6,Compliant
PO-00504,AlphaSupplies,2023-07-17,2023-08-30,Raw Materials,Delivered,434,135.1,127.59,6,Non-Compliant
PO-00505,EpsilonMfg,2023-04-11,2023-04-29,Packaging,Delivered,304,38.61,34.22,2,Compliant
PO-00506,GammaTrade,2022-04-30,2022-06-10,Electronics,Delivered,499,492.2,441.85,32,Compliant
PO-00507,DeltaWorks,2023-05-11,2023-06-16,Consumables,Delivered,397,19.98,18.0,64,Non-Compliant
PO-00508,DeltaWorks,2022-09-22,,Raw Materials,Pending,334,126.87,122.29,17,Non-Compliant
PO-00509,GammaTrade,2022-12-28,2023-01-20,Machinery,Delivered,14,2374.0,2192.39,0,Compliant
PO-00510,GammaTrade,2023-07-22,2023-08-11,Raw Materials,Delivered,253,135.24,119.85,18,Compliant
PO-00511,BetaCorp,2024-01-25,2024-02-17,Machinery,Delivered,386,2579.1,2455.3,11,Compliant
PO-00512,EpsilonMfg,2022-06-09,2022-07-17,Electronics,Delivered,71,496.37,446.68,0,Compliant
PO-00513,AlphaSupplies,2023-01-16,2023-02-28,Machinery,Delivered,262,2383.53,2178.78,9,Compliant
PO-00514,EpsilonMfg,2023-02-12,2023-03-24,Electronics,Delivered,305,523.01,496.86,4,Compliant
PO-00515,EpsilonMfg,2023-02-08,2023-02-22,Electronics,Delivered,407,522.57,466.45,5,Compliant
PO-00516,AlphaSupplies,2023-01-24,2023-02-16,Packaging,Delivered,176,37.98,34.85,1,Compliant
PO-00517,EpsilonMfg,2023-01-10,2023-02-09,Electronics,Delivered,227,519.38,495.18,1,Compliant
PO-00518,EpsilonMfg,2023-08-13,2023-09-06,Packaging,Delivered,426,39.63,36.0,6,Compliant
PO-00519,BetaCorp,2024-03-30,2024-04-06,Packaging,Delivered,86,41.6,36.76,2,Compliant
PO-00520,EpsilonMfg,2024-01-08,2024-02-19,Consumables,Delivered,259,21.03,19.8,4,Compliant
PO-00521,BetaCorp,2022-08-09,2022-09-04,Raw Materials,Partial,253,125.7,112.73,15,Compliant
PO-00522,GammaTrade,2023-07-28,2023-08-05,Electronics,Delivered,424,541.64,498.2,13,Compliant
PO-00523,EpsilonMfg,2023-08-14,2023-09-08,Packaging,Delivered,342,39.64,36.4,2,Compliant
PO-00524,DeltaWorks,2023-01-26,2023-02-24,Raw Materials,Partial,247,130.28,119.18,51,Compliant
PO-00525,GammaTrade,2023-10-09,2023-10-20,Machinery,Delivered,217,2521.03,2306.49,1,Compliant
PO-00526,GammaTrade,2023-09-12,2023-10-25,Electronics,Partial,148,546.92,498.79,8,Compliant
PO-00527,DeltaWorks,2022-06-21,2022-07-13,Machinery,Delivered,21,2280.77,2174.71,3,Non-Compliant
PO-00528,AlphaSupplies,2022-06-20,2022-07-27,Packaging,Delivered,58,36.28,33.9,1,Compliant
PO-00529,AlphaSupplies,2022-09-26,2022-10-27,Raw Materials,Delivered,53,126.98,116.11,0,Compliant
PO-00530,BetaCorp,2023-06-24,2023-07-23,Packaging,Delivered,24,39.21,35.07,2,Compliant
PO-00531,EpsilonMfg,2023-07-16,2023-08-03,Electronics,Delivered,495,540.27,502.45,5,Compliant
PO-00532,EpsilonMfg,2023-06-21,2023-07-20,Machinery,Delivered,283,2463.23,2247.45,2,Compliant
PO-00533,GammaTrade,2023-02-27,2023-04-08,Electronics,Delivered,165,524.67,496.65,10,Compliant
PO-00534,DeltaWorks,2022-01-09,,Consumables,Pending,261,18.03,16.37,29,Compliant
PO-00535,DeltaWorks,2023-09-04,2023-09-23,Electronics,Delivered,13,546.0,518.26,1,Compliant
PO-00536,BetaCorp,2024-04-28,2024-05-20,Machinery,Delivered,144,2630.73,2462.1,10,Compliant
PO-00537,GammaTrade,2023-10-27,2023-11-15,Electronics,Delivered,424,552.13,498.63,28,Compliant
PO-00538,DeltaWorks,2023-04-09,2023-05-06,Consumables,Delivered,328,19.85,18.77,1,Compliant
PO-00539,BetaCorp,2022-10-16,2022-10-23,Raw Materials,Delivered,376,127.51,120.6,12,Compliant
PO-00540,GammaTrade,2022-11-16,,Machinery,Cancelled,265,2353.07,2116.12,9,Compliant
PO-00541,GammaTrade,2024-05-13,2024-06-14,Raw Materials,Delivered,84,143.95,129.9,0,Compliant
PO-00542,GammaTrade,2024-04-28,2024-05-29,Machinery,Delivered,403,2630.73,2548.91,24,Compliant
PO-00543,AlphaSupplies,2023-04-17,2023-05-07,Packaging,Delivered,58,38.65,34.93,1,Compliant
PO-00544,GammaTrade,2023-10-07,2023-11-29,Packaging,Partial,391,40.09,36.26,3,Compliant
PO-00545,GammaTrade,2023-01-05,,Packaging,Delivered,452,37.83,33.67,8,Compliant
PO-00546,GammaTrade,2022-05-03,2022-05-12,Consumables,Delivered,134,18.47,17.26,6,Compliant
PO-00547,BetaCorp,2024-02-29,2024-03-28,Electronics,Delivered,90,566.88,545.28,11,Non-Compliant
PO-00548,AlphaSupplies,2023-10-23,2023-11-07,Electronics,Delivered,284,551.67,527.45,5,Compliant
PO-00549,GammaTrade,2024-01-21,2024-02-05,Machinery,Delivered,362,2576.92,2454.77,7,Compliant
PO-00550,EpsilonMfg,2023-07-10,2023-08-20,Electronics,Delivered,107,539.59,489.57,0,Compliant
PO-00551,EpsilonMfg,2022-06-14,2022-07-07,Consumables,Delivered,89,18.63,17.96,0,Compliant
PO-00552,EpsilonMfg,2024-01-22,2024-02-21,Machinery,Delivered,19,2577.47,2457.1,0,Compliant
PO-00553,EpsilonMfg,2022-07-14,2022-07-30,Machinery,Delivered,264,2291.86,2114.93,3,Compliant
PO-00554,AlphaSupplies,2023-06-20,2023-07-05,Raw Materials,Delivered,32,134.33,122.33,0,Compliant
PO-00555,BetaCorp,2022-02-02,2022-03-12,Raw Materials,Delivered,438,120.81,110.98,32,Compliant
PO-00556,GammaTrade,2023-09-13,2023-10-16,Packaging,Partial,16,39.89,36.12,0,Non-Compliant
PO-00557,AlphaSupplies,2024-03-31,2024-05-03,Machinery,Delivered,194,2615.24,2386.41,6,Compliant
PO-00558,EpsilonMfg,2023-06-26,2023-07-07,Electronics,Delivered,46,538.0,519.87,0,Compliant
PO-00559,BetaCorp,2023-01-30,2023-03-14,Consumables,Delivered,279,19.56,18.64,24,Compliant
PO-00560,DeltaWorks,2024-02-24,2024-04-11,Raw Materials,Partial,193,141.57,129.18,40,Compliant
PO-00561,BetaCorp,2023-02-16,2023-04-02,Consumables,Delivered,346,19.63,18.15,21,Compliant
PO-00562,GammaTrade,2023-02-27,2023-03-26,Electronics,Delivered,230,524.67,472.83,11,Compliant
PO-00563,EpsilonMfg,2023-01-04,2023-01-24,Electronics,Partial,239,518.73,458.3,3,Non-Compliant
PO-00564,EpsilonMfg,2023-06-15,2023-07-11,Raw Materials,Delivered,465,134.19,128.53,9,Compliant
PO-00565,GammaTrade,2023-06-08,2023-06-21,Consumables,Delivered,484,20.1,18.49,1,Compliant
PO-00566,GammaTrade,2022-09-13,2022-10-26,Consumables,Delivered,425,18.99,18.02,13,Non-Compliant
PO-00567,GammaTrade,2022-06-27,2022-08-09,Machinery,Delivered,470,2283.66,2114.9,30,Compliant
PO-00568,AlphaSupplies,2023-01-26,2023-03-08,Consumables,Partial,38,19.54,18.82,0,Compliant
PO-00569,DeltaWorks,2024-06-09,2024-08-06,Raw Materials,Partial,392,144.77,130.39,87,Compliant
PO-00570,DeltaWorks,2022-11-09,2022-11-25,Raw Materials,Delivered,173,128.16,118.27,13,Non-Compliant
PO-00571,DeltaWorks,2024-02-10,2024-03-15,Machinery,Delivered,268,2587.81,2371.47,18,Compliant
PO-00572,AlphaSupplies,2023-08-09,2023-08-21,Machinery,Delivered,290,2488.81,2247.15,4,Compliant
PO-00573,BetaCorp,2023-07-27,2023-08-15,Machinery,Delivered,212,2482.0,2363.36,16,Non-Compliant
PO-00574,BetaCorp,2022-09-30,2022-11-12,Raw Materials,Delivered,175,127.08,114.38,2,Compliant
PO-00575,GammaTrade,2022-11-25,2022-12-21,Packaging,Delivered,345,37.51,35.22,4,Compliant
PO-00576,DeltaWorks,2022-05-30,,Consumables,Pending,483,18.57,17.28,23,Compliant
PO-00577,AlphaSupplies,2024-01-28,,Raw Materials,Delivered,495,140.77,135.86,17,Compliant
PO-00578,AlphaSupplies,2023-04-06,2023-05-17,Electronics,Delivered,179,528.89,490.6,1,Compliant
PO-00579,EpsilonMfg,2023-09-30,2023-10-08,Machinery,Delivered,82,2516.25,2275.44,0,Compliant
PO-00580,GammaTrade,2022-03-03,,Packaging,Delivered,414,35.45,33.48,1,Compliant
PO-00581,DeltaWorks,2023-11-10,2023-11-23,Electronics,Delivered,347,553.77,494.68,1,Non-Compliant
PO-00582,BetaCorp,2023-06-05,,Machinery,Pending,60,2454.94,2165.5,4,Compliant
PO-00583,AlphaSupplies,2022-07-23,2022-07-31,Packaging,Delivered,244,36.53,33.79,0,Compliant
PO-00584,DeltaWorks,2024-02-02,2024-03-15,Machinery,Partial,187,2583.45,2469.52,28,Compliant
PO-00585,EpsilonMfg,2024-04-11,2024-04-19,Electronics,Delivered,141,571.92,551.56,2,Compliant
PO-00586,GammaTrade,2023-11-04,2023-11-25,Machinery,Delivered,383,2534.89,2427.41,12,Compliant
PO-00587,GammaTrade,2022-12-04,2022-12-19,Consumables,Delivered,77,19.33,17.97,3,Compliant
PO-00588,BetaCorp,2023-12-07,,Electronics,Pending,278,556.93,504.86,16,Non-Compliant
PO-00589,BetaCorp,2022-06-11,2022-06-25,Consumables,Delivered,295,18.62,17.53,7,Non-Compliant
PO-00590,AlphaSupplies,2024-06-20,2024-07-14,Electronics,Delivered,220,580.43,512.17,1,Compliant
PO-00591,AlphaSupplies,2023-09-24,2023-11-08,Consumables,Delivered,300,20.56,19.45,2,Compliant
PO-00592,DeltaWorks,2023-05-30,,Packaging,Cancelled,250,39.01,34.87,22,Non-Compliant
PO-00593,DeltaWorks,2022-05-21,2022-05-28,Machinery,Delivered,125,2265.91,2164.62,27,Non-Compliant
PO-00594,BetaCorp,2022-03-09,,Packaging,Pending,498,35.5,33.87,60,Compliant
PO-00595,GammaTrade,2024-06-27,2024-08-11,Machinery,Delivered,217,2664.22,2525.15,12,Compliant
PO-00596,EpsilonMfg,2023-09-01,2023-09-10,Consumables,Delivered,338,20.46,18.86,3,Compliant
PO-00597,AlphaSupplies,2023-06-16,2023-07-17,Packaging,Delivered,386,39.15,36.08,7,Compliant
PO-00598,GammaTrade,2023-02-12,2023-03-20,Machinery,Delivered,406,2397.13,2134.4,5,Compliant
PO-00599,EpsilonMfg,2023-04-20,2023-05-29,Packaging,Delivered,241,38.68,34.63,0,Compliant
PO-00600,EpsilonMfg,2023-02-07,2023-03-15,Packaging,Delivered,240,38.1,35.54,2,Compliant
PO-00601,DeltaWorks,2022-09-14,,Raw Materials,Pending,342,126.66,119.16,65,Non-Compliant
PO-00602,AlphaSupplies,2022-04-27,2022-06-06,Raw Materials,Delivered,334,122.97,111.46,9,Compliant
PO-00603,EpsilonMfg,2023-01-23,2023-02-20,Packaging,Delivered,32,37.98,34.96,0,Compliant
PO-00604,BetaCorp,2024-02-27,2024-04-02,Packaging,Delivered,224,41.32,37.43,9,Compliant
PO-00605,BetaCorp,2023-09-30,2023-11-07,Raw Materials,Delivered,16,137.25,123.68,1,Compliant
PO-00606,BetaCorp,2023-08-26,2023-09-07,Packaging,Delivered,242,39.74,36.19,20,Compliant
PO-00607,GammaTrade,2023-10-06,2023-10-24,Consumables,Delivered,432,20.61,18.96,5,Compliant
PO-00608,AlphaSupplies,2024-05-08,2024-05-31,Consumables,Partial,179,21.57,19.75,0,Non-Compliant
PO-00609,BetaCorp,2023-09-18,2023-10-30,Electronics,Delivered,368,547.61,498.6,9,Compliant
PO-00610,AlphaSupplies,2024-02-26,2024-03-08,Raw Materials,Delivered,198,141.63,133.57,6,Compliant
PO-00611,DeltaWorks,2022-05-05,2022-06-07,Packaging,Delivered,150,35.93,32.61,18,Non-Compliant
PO-00612,AlphaSupplies,2024-01-18,2024-03-08,Consumables,Partial,280,21.07,18.58,8,Compliant
PO-00613,GammaTrade,2023-09-16,2023-10-15,Machinery,Delivered,142,2508.83,2242.14,10,Compliant
PO-00614,DeltaWorks,2024-04-07,,Machinery,Delivered,322,2619.1,2498.1,75,Compliant
PO-00615,AlphaSupplies,2024-03-29,2024-04-26,Packaging,Delivered,222,41.59,38.04,3,Compliant
PO-00616,BetaCorp,2022-09-18,2022-10-30,Electronics,Delivered,167,507.05,455.79,7,Compliant
PO-00617,GammaTrade,2024-01-12,2024-01-31,Machinery,Delivered,24,2572.04,2363.19,0,Compliant
PO-00618,DeltaWorks,2023-10-24,2023-12-17,Raw Materials,Partial,89,137.95,132.13,19,Compliant
PO-00619,DeltaWorks,2024-05-05,,Raw Materials,Cancelled,299,143.71,132.66,22,Compliant
PO-00620,BetaCorp,2023-12-03,,Consumables,Cancelled,479,20.87,19.62,23,Non-Compliant
PO-00621,GammaTrade,2022-12-14,2022-12-31,Raw Materials,Delivered,330,129.11,113.81,15,Compliant
PO-00622,GammaTrade,2023-12-28,2024-01-19,Electronics,Delivered,221,559.4,541.05,6,Compliant
PO-00623,EpsilonMfg,2022-06-29,,Electronics,Delivered,411,498.46,478.47,7,Compliant
PO-00624,DeltaWorks,2022-06-07,2022-07-17,Consumables,Delivered,482,18.61,17.73,35,Compliant
PO-00625,AlphaSupplies,2023-11-24,2023-12-30,Consumables,Delivered,115,20.83,18.34,1,Compliant
PO-00626,GammaTrade,2023-12-05,2024-01-10,Raw Materials,Delivered,456,139.17,124.38,32,Compliant
PO-00627,GammaTrade,2023-08-15,2023-09-24,Raw Materials,Partial,337,135.93,122.57,5,Compliant
PO-00628,EpsilonMfg,2024-03-02,2024-03-19,Electronics,Delivered,70,567.12,527.59,0,Compliant
PO-00629,EpsilonMfg,2022-07-31,2022-08-16,Raw Materials,Delivered,291,125.46,115.57,5,Compliant
PO-00630,BetaCorp,2022-11-15,2022-11-25,Raw Materials,Delivered,183,128.32,117.39,3,Compliant
PO-00631,AlphaSupplies,2022-02-25,2022-04-11,Machinery,Delivered,210,2225.66,2141.53,7,Compliant
PO-00632,DeltaWorks,2022-12-31,2023-02-10,Consumables,Delivered,428,19.44,18.31,8,Non-Compliant
PO-00633,EpsilonMfg,2022-04-06,2022-04-19,Packaging,Delivered,480,35.71,32.02,4,Compliant
PO-00634,DeltaWorks,2022-08-26,,Machinery,Pending,83,2312.73,2046.07,12,Non-Compliant
PO-00635,DeltaWorks,2023-12-18,,Packaging,Pending,179,40.7,36.12,37,Compliant
PO-00636,AlphaSupplies,2023-05-02,2023-05-19,Raw Materials,Delivered,255,132.95,127.61,2,Compliant
PO-00637,EpsilonMfg,2023-02-20,2023-04-03,Raw Materials,Delivered,417,130.97,117.4,5,Compliant
PO-00638,DeltaWorks,2023-02-28,2023-04-06,Consumables,Delivered,134,19.68,18.67,12,Compliant
PO-00639,EpsilonMfg,2024-03-14,2024-04-24,Machinery,Delivered,300,2605.88,2297.86,4,Compliant
PO-00640,EpsilonMfg,2022-04-28,2022-05-11,Machinery,Delivered,247,2254.95,2067.11,4,Compliant
PO-00641,AlphaSupplies,2022-04-22,2022-05-23,Consumables,Delivered,315,18.43,16.74,4,Compliant
PO-00642,BetaCorp,2024-06-27,2024-07-04,Packaging,Delivered,396,42.39,38.9,41,Compliant
PO-00643,GammaTrade,2023-09-23,2023-10-20,Machinery,Delivered,110,2512.54,2306.51,2,Compliant
PO-00644,DeltaWorks,2022-04-02,,Electronics,Pending,323,489.3,448.98,31,Compliant
PO-00645,GammaTrade,2023-01-14,2023-02-25,Raw Materials,Delivered,37,129.96,115.52,2,Compliant
PO-00646,AlphaSupplies,2023-03-19,2023-04-19,Packaging,Delivered,211,38.42,34.84,3,Compliant
PO-00647,BetaCorp,2022-05-23,2022-07-05,Machinery,Partial,206,2266.87,2160.55,24,Compliant
PO-00648,BetaCorp,2022-01-12,2022-02-19,Packaging,Delivered,18,35.08,33.8,1,Non-Compliant
PO-00649,BetaCorp,2024-05-30,2024-07-03,Machinery,Delivered,413,2648.54,2460.49,36,Compliant
PO-00650,DeltaWorks,2022-12-30,2023-02-24,Machinery,Partial,227,2375.0,2255.54,27,Non-Compliant
PO-00651,EpsilonMfg,2023-02-25,2023-03-06,Electronics,Delivered,305,524.45,464.98,3,Compliant
PO-00652,DeltaWorks,2022-05-26,,Raw Materials,Pending,279,123.73,111.89,65,Non-Compliant
PO-00653,DeltaWorks,2022-03-22,2022-04-28,Consumables,Delivered,322,18.31,16.9,48,Non-Compliant
PO-00654,EpsilonMfg,2022-11-16,2022-11-23,Consumables,Delivered,472,19.25,17.61,4,Compliant
PO-00655,GammaTrade,2022-12-28,2023-01-14,Machinery,Delivered,418,2374.0,2097.43,1,Non-Compliant
PO-00656,EpsilonMfg,2022-03-04,2022-03-14,Electronics,Delivered,306,486.32,444.2,4,Compliant
PO-00657,AlphaSupplies,2023-05-12,2023-06-05,Electronics,Delivered,268,532.92,512.99,2,Compliant
PO-00658,GammaTrade,2024-01-30,2024-02-28,Raw Materials,Partial,99,140.83,135.2,5,Compliant
PO-00659,BetaCorp,2024-03-12,2024-04-21,Electronics,Delivered,258,568.32,515.41,31,Compliant
PO-00660,BetaCorp,2024-04-21,2024-06-06,Consumables,Partial,263,21.49,20.55,28,Compliant
PO-00661,DeltaWorks,2022-08-04,2022-08-27,Packaging,Delivered,441,36.62,33.62,79,Compliant
PO-00662,DeltaWorks,2022-11-05,,Machinery,Pending,495,2347.61,2176.47,63,Compliant
PO-00663,DeltaWorks,2022-09-26,2022-10-21,Machinery,Delivered,455,2327.9,2227.57,101,Compliant
PO-00664,EpsilonMfg,2022-04-10,2022-05-14,Raw Materials,Delivered,336,122.53,108.73,4,Compliant
PO-00665,GammaTrade,2024-04-01,2024-05-07,Electronics,Delivered,345,570.72,548.58,21,Compliant
PO-00666,EpsilonMfg,2023-06-17,2023-07-27,Packaging,Partial,363,39.15,36.79,3,Compliant
PO-00667,AlphaSupplies,2023-02-26,2023-03-27,Raw Materials,Delivered,63,131.14,126.05,0,Compliant
PO-00668,AlphaSupplies,2022-04-05,2022-04-25,Consumables,Delivered,314,18.36,17.72,11,Compliant
PO-00669,AlphaSupplies,2024-05-26,2024-07-08,Raw Materials,Delivered,202,144.34,132.16,6,Compliant
PO-00670,BetaCorp,2022-10-29,2022-12-04,Electronics,Delivered,489,511.45,474.63,63,Compliant
PO-00671,GammaTrade,2022-06-15,2022-07-16,Electronics,Delivered,151,496.99,447.14,4,Non-Compliant
PO-00672,GammaTrade,2023-03-28,2023-04-29,Packaging,Delivered,485,38.49,37.1,6,Compliant
PO-00673,DeltaWorks,2023-09-21,2023-10-14,Packaging,Delivered,477,39.96,36.45,11,Compliant
PO-00674,GammaTrade,2022-01-20,2022-01-27,Machinery,Delivered,86,2208.83,1964.31,6,Compliant
PO-00675,GammaTrade,2023-08-12,2023-10-02,Machinery,Partial,372,2490.39,2414.93,14,Compliant
PO-00676,AlphaSupplies,2022-08-20,2022-09-26,Consumables,Delivered,498,18.9,18.33,2,Compliant
PO-00677,GammaTrade,2023-02-15,2023-03-17,Electronics,Delivered,500,523.34,505.02,21,Non-Compliant
PO-00678,DeltaWorks,2023-10-26,2023-11-26,Electronics,Delivered,293,552.02,525.36,46,Compliant
PO-00679,AlphaSupplies,2023-05-14,2023-06-02,Electronics,Delivered,333,533.14,513.09,1,Compliant
PO-00680,EpsilonMfg,2023-05-16,2023-06-11,Packaging,Delivered,415,38.89,36.36,4,Compliant
PO-00681,AlphaSupplies,2022-12-14,2023-01-15,Raw Materials,Delivered,413,129.11,124.59,1,Compliant
PO-00682,DeltaWorks,2022-06-02,,Consumables,Pending,129,18.59,16.79,1,Compliant
PO-00683,AlphaSupplies,2023-09-26,2023-10-03,Machinery,Delivered,369,2514.13,2428.4,2,Compliant
PO-00684,AlphaSupplies,2023-09-18,2023-10-01,Machinery,Delivered,312,2509.89,2395.94,1,Compliant
PO-00685,AlphaSupplies,2023-03-13,2023-04-27,Packaging,Partial,437,38.37,36.05,5,Non-Compliant
PO-00686,EpsilonMfg,2022-05-21,2022-05-30,Consumables,Delivered,416,18.54,17.45,4,Compliant
PO-00687,BetaCorp,2022-06-22,2022-07-14,Machinery,Delivered,293,2281.25,2069.78,37,Compliant
PO-00688,EpsilonMfg,2024-03-07,2024-03-14,Machinery,Delivered,460,2602.04,2487.03,0,Compliant
PO-00689,EpsilonMfg,2023-03-03,2023-03-18,Electronics,Delivered,415,525.11,476.59,1,Compliant
PO-00690,DeltaWorks,2022-06-28,2022-08-05,Packaging,Delivered,29,36.34,33.25,4,Compliant
PO-00691,GammaTrade,2023-03-05,2023-04-14,Electronics,Delivered,130,525.33,509.36,10,Compliant
PO-00692,EpsilonMfg,2022-08-13,2022-09-06,Consumables,Delivered,330,18.87,17.52,0,Compliant
PO-00693,DeltaWorks,2022-06-30,2022-07-30,Machinery,Delivered,482,2285.1,2183.64,32,Compliant
PO-00694,DeltaWorks,2022-04-17,2022-05-04,Raw Materials,Delivered,483,122.71,110.86,91,Compliant
PO-00695,BetaCorp,2023-08-30,2023-09-26,Machinery,Delivered,224,2499.86,2294.37,7,Compliant
PO-00696,BetaCorp,2024-06-09,2024-07-16,Machinery,Delivered,466,2654.13,2526.73,38,Compliant
PO-00697,BetaCorp,2023-04-11,2023-04-30,Consumables,Delivered,201,19.85,18.94,17,Non-Compliant
PO-00698,BetaCorp,2023-12-10,2024-01-15,Raw Materials,Delivered,153,139.32,128.01,9,Compliant
PO-00699,GammaTrade,2022-06-10,,Consumables,Cancelled,336,18.62,16.74,24,Compliant
PO-00700,EpsilonMfg,2022-03-30,2022-04-19,Packaging,Delivered,277,35.66,33.27,3,Compliant
PO-00701,DeltaWorks,2022-09-11,2022-10-25,Packaging,Delivered,306,36.92,34.72,69,Non-Compliant
PO-00702,DeltaWorks,2022-02-11,,Raw Materials,Pending,385,121.04,106.61,3,Compliant
PO-00703,DeltaWorks,2023-04-09,2023-04-16,Raw Materials,Delivered,52,132.31,122.44,8,Compliant
PO-00704,GammaTrade,2022-09-02,2022-09-28,Electronics,Delivered,56,505.34,460.72,0,Compliant
PO-00705,EpsilonMfg,2023-04-11,2023-05-13,Raw Materials,Delivered,80,132.36,122.87,0,Compliant
PO-00706,AlphaSupplies,2023-01-30,2023-02-24,Raw Materials,Delivered,180,130.39,115.99,3,Compliant
PO-00707,EpsilonMfg,2024-03-24,2024-04-21,Consumables,Delivered,360,21.37,20.33,5,Compliant
PO-00708,GammaTrade,2022-04-24,2022-05-24,Raw Materials,Delivered,248,122.89,114.96,7,Compliant
PO-00709,EpsilonMfg,2022-05-22,2022-06-28,Packaging,Delivered,132,36.06,31.79,1,Compliant
PO-00710,BetaCorp,2022-11-25,2022-12-29,Packaging,Delivered,146,37.51,35.2,5,Compliant
PO-00711,DeltaWorks,2023-06-24,,Consumables,Cancelled,250,20.17,18.06,40,Compliant
PO-00712,GammaTrade,2023-09-28,2023-10-22,Machinery,Partial,354,2515.19,2356.48,5,Non-Compliant
PO-00713,AlphaSupplies,2023-02-05,2023-03-01,Raw Materials,Partial,157,130.56,116.09,0,Compliant
PO-00714,BetaCorp,2022-06-04,,Machinery,Pending,276,2272.61,2025.58,0,Compliant
PO-00715,EpsilonMfg,2023-05-01,2023-05-09,Packaging,Delivered,237,38.77,36.4,1,Compliant
PO-00716,BetaCorp,2023-10-23,2023-11-19,Consumables,Delivered,306,20.69,19.44,20,Compliant
PO-00717,EpsilonMfg,2023-04-14,2023-05-10,Machinery,Delivered,77,2428.17,2288.79,0,Compliant
PO-00718,GammaTrade,2022-06-01,,Raw Materials,Cancelled,243,123.88,116.22,12,Compliant
PO-00719,EpsilonMfg,2022-07-06,2022-07-22,Electronics,Delivered,439,499.2,440.49,1,Compliant
PO-00720,EpsilonMfg,2023-03-28,2023-04-06,Packaging,Delivered,104,38.49,36.43,1,Compliant
PO-00721,DeltaWorks,2022-06-16,,Consumables,Pending,72,18.64,17.19,6,Compliant
PO-00722,BetaCorp,2022-11-24,2023-01-02,Machinery,Delivered,388,2357.04,2253.33,17,Compliant
PO-00723,GammaTrade,2023-11-14,2023-12-19,Consumables,Delivered,299,20.78,19.88,8,Compliant
PO-00724,AlphaSupplies,2023-11-26,2023-12-17,Packaging,Delivered,167,40.52,37.29,2,Compliant
PO-00725,BetaCorp,2023-06-24,2023-07-26,Consumables,Partial,489,20.17,19.16,1,Compliant
PO-00726,DeltaWorks,2023-06-09,2023-07-24,Raw Materials,Delivered,261,134.02,125.24,32,Compliant
PO-00727,DeltaWorks,2024-01-04,2024-01-11,Packaging,Delivered,199,40.85,36.49,13,Compliant
PO-00728,EpsilonMfg,2022-08-09,2022-09-11,Raw Materials,Delivered,237,125.7,113.7,3,Compliant
PO-00729,DeltaWorks,2022-05-23,2022-06-12,Machinery,Delivered,316,2266.87,2028.4,22,Non-Compliant
PO-00730,GammaTrade,2023-08-28,2023-09-21,Raw Materials,Delivered,55,136.3,122.93,1,Compliant
PO-00731,BetaCorp,2022-07-10,2022-07-19,Packaging,Delivered,158,36.43,32.61,18,Compliant
PO-00732,DeltaWorks,2024-01-28,,Consumables,Pending,23,21.12,19.61,0,Compliant
PO-00733,DeltaWorks,2023-11-01,,Raw Materials,Delivered,157,138.18,125.76,34,Compliant
PO-00734,GammaTrade,2022-03-10,2022-04-22,Machinery,Delivered,195,2231.77,2044.52,6,Compliant
PO-00735,AlphaSupplies,2023-06-09,2023-06-26,Electronics,Delivered,18,536.07,484.61,0,Compliant
PO-00736,BetaCorp,2022-06-17,2022-07-16,Electronics,Delivered,194,497.2,479.9,1,Compliant
PO-00737,AlphaSupplies,2022-07-18,2022-09-01,Consumables,Delivered,103,18.77,16.91,3,Compliant
PO-00738,GammaTrade,2023-12-03,2024-01-16,Electronics,Delivered,195,556.46,504.82,5,Compliant
PO-00739,GammaTrade,2024-03-08,2024-04-07,Electronics,Partial,184,567.84,526.05,1,Compliant
PO-00740,BetaCorp,2024-03-25,2024-05-04,Packaging,Delivered,324,41.55,36.95,38,Compliant
PO-00741,AlphaSupplies,2023-04-17,2023-04-25,Machinery,Delivered,69,2429.7,2156.6,1,Compliant
PO-00742,DeltaWorks,2023-06-20,2023-07-16,Consumables,Delivered,185,20.15,18.16,1,Non-Compliant
PO-00743,BetaCorp,2022-11-11,,Packaging,Pending,76,37.4,35.86,4,Compliant
PO-00744,AlphaSupplies,2022-01-20,2022-02-08,Raw Materials,Delivered,397,120.48,108.47,1,Compliant
PO-00745,AlphaSupplies,2022-05-02,2022-05-09,Machinery,Delivered,32,2256.85,2004.53,0,Compliant
PO-00746,BetaCorp,2022-07-24,2022-08-09,Consumables,Delivered,189,18.79,17.91,22,Non-Compliant
PO-00747,GammaTrade,2022-06-14,2022-07-06,Electronics,Delivered,409,496.89,443.72,16,Compliant
PO-00748,AlphaSupplies,2022-08-11,2022-09-21,Consumables,Delivered,154,18.86,17.08,0,Compliant
PO-00749,EpsilonMfg,2023-01-11,2023-01-24,Machinery,Delivered,104,2381.02,2160.06,0,Compliant
PO-00750,BetaCorp,2022-08-22,,Consumables,Pending,399,18.91,17.65,6,Compliant
PO-00751,BetaCorp,2024-02-20,2024-02-29,Machinery,Delivered,157,2593.28,2431.2,1,Compliant
PO-00752,DeltaWorks,2024-01-24,2024-03-06,Consumables,Delivered,440,21.1,19.87,43,Non-Compliant
PO-00753,AlphaSupplies,2023-11-27,2024-01-17,Machinery,Partial,16,2547.21,2386.48,0,Compliant
